location,year,month,tmax,tmin,tmean
Archerfield,2016,6,21.62,11.7,16.66
Archerfield,2016,7,22.47,10.53,16.5
Archerfield,2016,8,22.86,9.64,16.25
Archerfield,2016,9,25.28,13.79,19.53
Archerfield,2016,10,27.61,13.2,20.4
Archerfield,2016,11,31.06,18.29,24.67
Archerfield,2016,12,31.14,20.14,25.64
Archerfield,2017,1,32.05,22.18,27.12
Archerfield,2017,2,32.99,21.43,27.21
Archerfield,2017,3,30.76,21.03,25.9
Archerfield,2017,4,26.22,14.65,20.43
Archerfield,2017,5,24.79,12.89,18.84
Archerfield,2017,6,22.58,10.56,16.57
Archerfield,2017,7,22.79,7.48,15.14
Archerfield,2017,8,25.04,8.25,16.64
Archerfield,2017,9,28.3,12.02,20.16
Archerfield,2017,10,27.37,17.95,22.66
Archerfield,2017,11,27.31,16.35,21.83
Archerfield,2017,12,30.82,19.65,25.24
Archerfield,2018,1,32.45,20.27,26.36
Archerfield,2018,2,30.43,20.23,25.33
Archerfield,2018,3,29.08,19.73,24.4
Archerfield,2018,4,27.89,16.04,21.96
Archerfield,2018,5,24.95,11.44,18.2
Archerfield,2018,6,22.45,8.74,15.6
Archerfield,2018,7,23.4,8.08,15.74
Archerfield,2018,8,24.62,6.25,15.44
Archerfield,2018,9,25.5,11.76,18.63
Archerfield,2018,10,26.64,15.41,21.02
Archerfield,2018,11,30.26,17.2,23.73
Archerfield,2018,12,30.61,19.71,25.16
Archerfield,2019,1,32.41,21.63,27.02
Archerfield,2019,2,32.16,20.86,26.51
Archerfield,2019,3,31.56,20.34,25.95
Archerfield,2019,4,27.16,15.8,21.48
Archerfield,2019,5,24.66,12.29,18.48
Archerfield,2019,6,22.54,9.82,16.18
Archerfield,2019,7,23.06,8.45,15.76
Archerfield,2019,8,23.89,8.58,16.24
Archerfield,2019,9,27.91,11.35,19.63
Archerfield,2019,10,27.82,14.58,21.2
Archerfield,2019,11,31.71,17.83,24.77
Archerfield,2019,12,32.46,19.9,26.18
Archerfield,2020,1,31.48,22.32,26.9
Archerfield,2020,2,30.13,21.68,25.91
Archerfield,2020,3,29.03,18.6,23.81
Archerfield,2020,4,28.97,15.49,22.23
Archerfield,2020,5,24.2,11.24,17.72
Archerfield,2020,6,22.61,9.42,16.01
Archerfield,2020,7,22.2,9.16,15.68
Archerfield,2020,8,23.78,8.87,16.33
Archerfield,2020,9,26.53,12.52,19.53
Archerfield,2020,10,28.75,14.77,21.76
Archerfield,2020,11,29.73,17.45,23.59
Archerfield,2020,12,30.61,21.21,25.91
Archerfield,2021,1,30.13,20.19,25.16
Archerfield,2021,2,30.49,20.36,25.43
Archerfield,2021,3,28.54,19.54,24.04
Archerfield,2021,4,26.25,14.62,20.43
Archerfield,2021,5,24.06,11.27,17.67
Archerfield,2021,6,21.57,8.92,15.24
Archerfield,2021,7,21.57,8.78,15.18
Archerfield,2021,8,24.07,9.57,16.82
Archerfield,2021,9,25.8,11.5,18.65
Archerfield,2021,10,28.79,16.29,22.54
Archerfield,2021,11,27.56,18.23,22.9
Archerfield,2021,12,29.94,19.25,24.59
Archerfield,2022,1,29.57,20.93,25.25
Archerfield,2022,2,29.23,19.45,24.34
Archerfield,2022,3,29.3,19.06,24.18
Archerfield,2022,4,27.19,16.51,21.85
Archerfield,2022,5,23.65,16.11,19.88
Archerfield,2022,6,21.27,8.22,14.74
Archerfield,2022,7,20.0,8.43,14.22
Archerfield,2022,8,22.78,8.88,15.83
Archerfield,2022,9,24.69,12.36,18.52
Archerfield,2022,10,26.2,15.71,20.95
Archerfield,2022,11,28.48,15.72,22.1
Archerfield,2022,12,28.52,17.88,23.2
Archerfield,2023,1,31.04,19.69,25.37
Archerfield,2023,2,31.19,19.98,25.59
Archerfield,2023,3,31.08,20.36,25.72
Archerfield,2023,4,26.96,15.03,20.99
Archerfield,2023,5,23.84,9.18,16.51
Archerfield,2023,6,23.36,8.67,16.02
Archerfield,2023,7,22.69,8.57,15.63
Archerfield,2023,8,25.09,9.61,17.35
Archerfield,2023,9,26.86,12.31,19.58
Archerfield,2023,10,28.54,15.18,21.86
Archerfield,2023,11,28.35,17.85,23.1
Archerfield,2023,12,31.92,20.98,26.45
Archerfield,2024,1,31.04,22.31,26.67
Archerfield,2024,2,31.13,21.61,26.37
Archerfield,2024,3,28.71,19.64,24.17
Archerfield,2024,4,27.58,16.61,22.1
Archerfield,2024,5,24.26,12.8,18.53
Archerfield,2024,6,22.63,8.91,15.77
Archerfield,2024,7,21.52,8.92,15.22
Archerfield,2024,8,25.86,11.66,18.76
Archerfield,2024,9,27.22,12.5,19.86
Archerfield,2024,10,28.11,16.33,22.22
Archerfield,2024,11,29.34,19.65,24.49
Archerfield,2024,12,30.69,21.53,26.11
Archerfield,2025,1,30.89,20.4,25.64
Archerfield,2025,2,30.93,20.35,25.64
Archerfield,2025,3,29.24,20.62,24.93
Archerfield,2025,4,27.34,17.26,22.3
Archerfield,2025,5,25.14,14.07,19.61
Archerfield,2025,6,21.56,9.58,15.57
Archerfield,2025,7,22.15,8.72,15.43
Archerfield,2025,8,22.74,9.63,16.18
Archerfield,2025,9,26.5,12.4,19.45
Archerfield,2025,10,30.34,17.43,23.88
Archerfield,2025,11,30.05,18.91,24.48
Archerfield,2025,12,30.49,19.54,25.01
Bankstown,1996,1,26.65,18.05,22.35
Bankstown,1996,2,25.62,15.6,20.61
Bankstown,1996,3,25.24,14.48,19.86
Bankstown,1996,4,23.55,10.09,16.82
Bankstown,1996,5,20.86,10.94,15.9
Bankstown,1996,6,18.18,7.38,12.78
Bankstown,1996,7,16.98,5.6,11.29
Bankstown,1996,8,18.9,5.69,12.3
Bankstown,1996,9,22.18,8.76,15.47
Bankstown,1996,10,23.11,11.65,17.38
Bankstown,1996,11,24.87,12.69,18.78
Bankstown,1996,12,26.22,15.23,20.72
Bankstown,1997,1,25.67,15.5,20.58
Bankstown,1997,2,27.49,19.19,23.34
Bankstown,1997,3,26.53,15.96,21.25
Bankstown,1997,4,25.5,11.64,18.57
Bankstown,1997,5,20.19,10.85,15.52
Bankstown,1997,6,18.07,5.77,11.92
Bankstown,1997,7,16.78,5.97,11.37
Bankstown,1997,8,18.92,5.79,12.35
Bankstown,1997,9,19.74,9.13,14.44
Bankstown,1997,10,24.49,11.53,18.01
Bankstown,1997,11,27.39,15.93,21.66
Bankstown,1997,12,29.1,18.0,23.55
Bankstown,1998,1,29.75,19.1,24.42
Bankstown,1998,2,30.72,18.98,24.85
Bankstown,1998,3,28.79,17.16,22.97
Bankstown,1998,4,23.75,13.69,18.72
Bankstown,1998,5,19.72,10.68,15.2
Bankstown,1998,6,17.4,8.06,12.73
Bankstown,1998,7,15.82,6.43,11.13
Bankstown,1998,8,17.83,8.35,13.09
Bankstown,1998,9,22.22,10.93,16.58
Bankstown,1998,10,24.01,11.42,17.71
Bankstown,1998,11,22.62,13.17,17.9
Bankstown,1998,12,27.4,17.51,22.45
Bankstown,1999,1,29.19,19.14,24.16
Bankstown,1999,2,26.6,18.12,22.36
Bankstown,1999,3,26.39,17.06,21.73
Bankstown,1999,4,21.41,12.08,16.74
Bankstown,1999,5,20.89,9.33,15.11
Bankstown,1999,6,17.15,7.26,12.21
Bankstown,1999,7,17.26,6.8,12.03
Bankstown,1999,8,18.67,6.42,12.54
Bankstown,1999,9,21.28,9.5,15.39
Bankstown,1999,10,23.53,12.98,18.25
Bankstown,1999,11,22.99,12.31,17.65
Bankstown,1999,12,25.05,15.97,20.51
Bankstown,2000,1,25.81,16.07,20.94
Bankstown,2000,2,29.29,17.84,23.56
Bankstown,2000,3,26.03,17.99,22.01
Bankstown,2000,4,22.85,13.08,17.97
Bankstown,2000,5,19.8,9.1,14.45
Bankstown,2000,6,16.94,5.0,10.97
Bankstown,2000,7,17.65,5.38,11.51
Bankstown,2000,8,18.57,5.68,12.13
Bankstown,2000,9,23.54,9.0,16.27
Bankstown,2000,10,23.2,12.43,17.81
Bankstown,2000,11,23.68,15.72,19.7
Bankstown,2000,12,29.22,17.42,23.32
Bankstown,2001,1,29.69,18.87,24.28
Bankstown,2001,2,28.17,19.27,23.72
Bankstown,2001,3,25.39,16.43,20.91
Bankstown,2001,4,24.13,13.05,18.59
Bankstown,2001,5,19.53,8.87,14.2
Bankstown,2001,6,19.16,6.15,12.66
Bankstown,2001,7,17.11,7.23,12.17
Bankstown,2001,8,19.01,5.88,12.45
Bankstown,2001,9,22.52,9.82,16.17
Bankstown,2001,10,24.45,10.81,17.63
Bankstown,2001,11,24.42,13.69,19.05
Bankstown,2001,12,27.75,17.07,22.41
Bankstown,2002,1,28.2,17.85,23.03
Bankstown,2002,2,25.95,17.9,21.92
Bankstown,2002,3,25.97,16.07,21.02
Bankstown,2002,4,24.7,13.66,19.18
Bankstown,2002,5,20.01,9.27,14.64
Bankstown,2002,6,18.35,5.9,12.13
Bankstown,2002,7,18.29,3.33,10.81
Bankstown,2002,8,19.89,6.4,13.15
Bankstown,2002,9,23.93,8.05,15.99
Bankstown,2002,10,25.95,11.25,18.6
Bankstown,2002,11,27.95,15.03,21.49
Bankstown,2002,12,27.65,16.35,22.0
Bankstown,2003,1,29.4,18.2,23.8
Bankstown,2003,2,27.9,18.8,23.35
Bankstown,2003,3,25.63,15.55,20.59
Bankstown,2003,4,22.71,13.12,17.92
Bankstown,2003,5,20.25,11.05,15.65
Bankstown,2003,6,19.07,7.6,13.34
Bankstown,2003,7,17.34,5.16,11.25
Bankstown,2003,8,18.96,5.56,12.26
Bankstown,2003,9,22.88,8.69,15.78
Bankstown,2003,10,21.73,10.58,16.15
Bankstown,2003,11,24.66,13.64,19.15
Bankstown,2003,12,27.21,17.28,22.24
Bankstown,2004,1,29.62,18.71,24.17
Bankstown,2004,2,29.78,18.8,24.29
Bankstown,2004,3,26.78,16.22,21.5
Bankstown,2004,4,24.45,13.45,18.95
Bankstown,2004,5,20.94,7.61,14.27
Bankstown,2004,6,19.67,4.88,12.28
Bankstown,2004,7,17.67,5.2,11.43
Bankstown,2004,8,19.65,6.52,13.08
Bankstown,2004,9,22.22,8.93,15.58
Bankstown,2004,10,23.94,12.36,18.15
Bankstown,2004,11,26.2,14.5,20.35
Bankstown,2004,12,27.3,17.06,22.18
Bankstown,2005,1,28.4,17.9,23.15
Bankstown,2005,2,28.29,17.5,22.9
Bankstown,2005,3,25.1,14.86,19.98
Bankstown,2005,4,25.86,13.48,19.67
Bankstown,2005,5,20.9,8.76,14.83
Bankstown,2005,6,18.87,6.99,12.93
Bankstown,2005,7,18.64,5.78,12.21
Bankstown,2005,8,20.04,5.16,12.6
Bankstown,2005,9,21.52,9.37,15.45
Bankstown,2005,10,25.03,13.23,19.13
Bankstown,2005,11,25.65,15.4,20.52
Bankstown,2005,12,30.43,16.95,23.69
Bankstown,2006,1,28.38,19.34,23.86
Bankstown,2006,2,29.45,18.69,24.07
Bankstown,2006,3,27.53,17.51,22.52
Bankstown,2006,4,24.63,10.98,17.8
Bankstown,2006,5,20.88,7.78,14.33
Bankstown,2006,6,16.69,6.21,11.45
Bankstown,2006,7,17.45,5.58,11.51
Bankstown,2006,8,19.57,6.04,12.8
Bankstown,2006,9,23.61,9.69,16.65
Bankstown,2006,10,25.34,11.5,18.42
Bankstown,2006,11,26.55,14.22,20.39
Bankstown,2006,12,26.68,16.04,21.36
Bankstown,2007,1,29.32,17.99,23.66
Bankstown,2007,2,28.08,18.7,23.39
Bankstown,2007,3,27.21,16.82,22.01
Bankstown,2007,4,23.45,13.01,18.23
Bankstown,2007,5,22.48,9.74,16.11
Bankstown,2007,6,16.27,7.33,11.8
Bankstown,2007,7,16.9,4.55,10.73
Bankstown,2007,8,20.03,7.82,13.92
Bankstown,2007,9,21.45,9.27,15.36
Bankstown,2007,10,26.75,12.32,19.54
Bankstown,2007,11,24.85,15.85,20.35
Bankstown,2007,12,26.14,16.88,21.51
Bankstown,2008,1,27.74,18.66,23.2
Bankstown,2008,2,25.42,16.95,21.19
Bankstown,2008,3,26.42,15.07,20.75
Bankstown,2008,4,21.74,11.29,16.52
Bankstown,2008,5,20.65,7.88,14.26
Bankstown,2008,6,18.38,9.0,13.69
Bankstown,2008,7,16.68,4.52,10.6
Bankstown,2008,8,17.38,4.68,11.03
Bankstown,2008,9,22.22,9.15,15.69
Bankstown,2008,10,24.91,12.21,18.56
Bankstown,2008,11,25.14,14.68,19.91
Bankstown,2008,12,27.62,16.16,21.89
Bankstown,2009,1,30.74,17.87,24.3
Bankstown,2009,2,27.4,18.64,23.02
Bankstown,2009,3,26.79,16.2,21.49
Bankstown,2009,4,22.83,13.62,18.22
Bankstown,2009,5,20.58,9.72,15.15
Bankstown,2009,6,17.52,7.16,12.34
Bankstown,2009,7,17.82,5.09,11.46
Bankstown,2009,8,21.21,5.98,13.6
Bankstown,2009,9,23.53,9.51,16.52
Bankstown,2009,10,22.18,12.13,17.16
Bankstown,2009,11,28.62,16.86,22.74
Bankstown,2009,12,27.9,17.37,22.64
Bankstown,2010,1,29.65,19.3,24.47
Bankstown,2010,2,28.88,19.34,24.11
Bankstown,2010,3,27.18,16.66,21.92
Bankstown,2010,4,24.56,13.26,18.91
Bankstown,2010,5,20.64,9.26,14.95
Bankstown,2010,6,17.65,6.36,12.0
Bankstown,2010,7,17.05,6.59,11.82
Bankstown,2010,8,18.16,6.35,12.26
Bankstown,2010,9,21.42,9.15,15.29
Bankstown,2010,10,22.72,12.55,17.63
Bankstown,2010,11,25.1,15.33,20.22
Bankstown,2010,12,27.18,17.21,22.19
Bankstown,2011,1,29.52,19.6,24.56
Bankstown,2011,2,29.94,19.63,24.79
Bankstown,2011,3,26.9,17.38,22.14
Bankstown,2011,4,22.33,12.26,17.3
Bankstown,2011,5,19.38,8.04,13.71
Bankstown,2011,6,17.47,6.85,12.16
Bankstown,2011,7,16.7,5.82,11.26
Bankstown,2011,8,19.61,6.75,13.18
Bankstown,2011,9,21.88,9.12,15.5
Bankstown,2011,10,22.9,11.9,17.4
Bankstown,2011,11,27.05,16.35,21.7
Bankstown,2011,12,23.84,14.92,19.38
Bankstown,2012,1,27.38,17.84,22.61
Bankstown,2012,2,26.63,17.68,22.16
Bankstown,2012,3,25.38,15.97,20.68
Bankstown,2012,4,23.94,13.14,18.54
Bankstown,2012,5,20.63,7.51,14.07
Bankstown,2012,6,17.31,6.79,12.05
Bankstown,2012,7,17.49,5.65,11.57
Bankstown,2012,8,19.97,4.82,12.4
Bankstown,2012,9,23.35,7.9,15.62
Bankstown,2012,10,24.67,10.77,17.72
Bankstown,2012,11,25.81,15.06,20.43
Bankstown,2012,12,28.18,17.24,22.71
Bankstown,2013,1,29.68,19.19,24.43
Bankstown,2013,2,27.54,17.99,22.77
Bankstown,2013,3,27.53,16.49,22.01
Bankstown,2013,4,24.07,12.17,18.12
Bankstown,2013,5,20.98,8.77,14.88
Bankstown,2013,6,17.79,8.48,13.13
Bankstown,2013,7,19.01,5.56,12.28
Bankstown,2013,8,21.08,6.39,13.73
Bankstown,2013,9,25.38,10.24,17.81
Bankstown,2013,10,27.37,11.2,19.29
Bankstown,2013,11,25.91,14.36,20.13
Bankstown,2013,12,28.58,16.82,22.7
Bankstown,2014,1,29.29,17.62,23.45
Bankstown,2014,2,27.51,18.66,23.08
Bankstown,2014,3,27.48,17.05,22.26
Bankstown,2014,4,24.39,13.67,19.03
Bankstown,2014,5,22.75,9.46,16.1
Bankstown,2014,6,19.14,7.66,13.4
Bankstown,2014,7,18.95,4.7,11.82
Bankstown,2014,8,18.35,6.91,12.63
Bankstown,2014,9,22.16,9.54,15.85
Bankstown,2014,10,26.28,12.42,19.35
Bankstown,2014,11,27.92,15.77,21.84
Bankstown,2014,12,28.09,18.11,23.1
Bankstown,2015,1,29.27,19.13,24.2
Bankstown,2015,2,28.05,18.3,23.17
Bankstown,2015,3,27.39,15.93,21.66
Bankstown,2015,4,23.03,13.48,18.25
Bankstown,2015,5,20.37,9.75,15.06
Bankstown,2015,6,18.18,7.05,12.62
Bankstown,2015,7,16.96,4.47,10.71
Bankstown,2015,8,19.48,6.05,12.76
Bankstown,2015,9,21.14,8.99,15.06
Bankstown,2015,10,26.76,13.96,20.36
Bankstown,2015,11,27.28,15.93,21.6
Bankstown,2015,12,28.46,16.63,22.54
Bankstown,2016,1,28.69,18.13,23.41
Bankstown,2016,2,30.05,18.6,24.32
Bankstown,2016,3,28.6,17.62,23.11
Bankstown,2016,4,26.06,14.46,20.26
Bankstown,2016,5,23.45,8.62,16.03
Bankstown,2016,6,18.73,8.42,13.58
Bankstown,2016,7,18.68,7.03,12.85
Bankstown,2016,8,19.16,6.6,12.88
Bankstown,2016,9,21.78,10.23,16.01
Bankstown,2016,10,24.61,11.08,17.85
Bankstown,2016,11,28.37,15.08,21.73
Bankstown,2016,12,30.27,18.51,24.39
Bankstown,2017,1,31.83,20.35,26.09
Bankstown,2017,2,30.8,19.67,25.23
Bankstown,2017,3,26.42,18.97,22.69
Bankstown,2017,4,24.05,12.27,18.16
Bankstown,2017,5,21.36,9.32,15.34
Bankstown,2017,6,18.21,7.72,12.97
Bankstown,2017,7,18.87,3.24,11.05
Bankstown,2017,8,19.6,5.54,12.57
Bankstown,2017,9,23.71,7.22,15.47
Bankstown,2017,10,25.75,13.64,19.7
Bankstown,2017,11,25.39,14.73,20.06
Bankstown,2017,12,30.74,18.62,24.68
Bankstown,2018,1,31.25,18.77,25.01
Bankstown,2018,2,29.26,18.06,23.66
Bankstown,2018,3,28.32,17.45,22.89
Bankstown,2018,4,27.76,15.25,21.51
Bankstown,2018,5,22.52,8.47,15.5
Bankstown,2018,6,18.22,6.99,12.61
Bankstown,2018,7,19.97,4.1,12.03
Bankstown,2018,8,19.62,5.06,12.34
Bankstown,2018,9,22.1,7.79,14.94
Bankstown,2018,10,23.33,13.5,18.42
Bankstown,2018,11,26.35,15.01,20.68
Bankstown,2018,12,29.8,17.63,23.72
Bankstown,2019,1,32.33,21.45,26.89
Bankstown,2019,2,29.28,18.02,23.65
Bankstown,2019,3,27.81,17.59,22.7
Bankstown,2019,4,25.69,13.2,19.44
Bankstown,2019,5,22.46,8.74,15.6
Bankstown,2019,6,18.52,7.3,12.91
Bankstown,2019,7,19.18,5.84,12.51
Bankstown,2019,8,19.6,6.01,12.8
Bankstown,2019,9,23.09,9.25,16.17
Bankstown,2019,10,25.79,11.88,18.84
Bankstown,2019,11,28.6,14.6,21.6
Bankstown,2019,12,30.17,16.82,23.49
Bankstown,2020,1,29.95,19.87,24.91
Bankstown,2020,2,28.01,19.23,23.62
Bankstown,2020,3,25.67,16.16,20.92
Bankstown,2020,4,24.53,12.79,18.66
Bankstown,2020,5,20.23,9.06,14.65
Bankstown,2020,6,18.6,7.2,12.9
Bankstown,2020,7,18.05,7.11,12.58
Bankstown,2020,8,19.11,6.63,12.87
Bankstown,2020,9,22.89,9.97,16.43
Bankstown,2020,10,25.26,13.46,19.36
Bankstown,2020,11,27.5,15.62,21.56
Bankstown,2020,12,27.01,17.39,22.2
Bankstown,2021,1,28.93,17.97,23.45
Bankstown,2021,2,26.78,18.11,22.45
Bankstown,2021,3,25.61,16.35,20.98
Bankstown,2021,4,24.29,11.29,17.79
Bankstown,2021,5,20.84,9.69,15.27
Bankstown,2021,6,17.81,6.33,12.07
Bankstown,2021,7,17.83,5.87,11.85
Bankstown,2021,8,20.62,6.47,13.55
Bankstown,2021,9,22.87,8.37,15.62
Bankstown,2021,10,24.48,12.02,18.25
Bankstown,2021,11,23.12,15.08,19.1
Bankstown,2021,12,26.88,16.91,21.89
Bankstown,2022,1,28.14,19.96,24.05
Bankstown,2022,2,27.08,18.14,22.61
Bankstown,2022,3,24.9,17.61,21.26
Bankstown,2022,4,23.7,14.29,19.0
Bankstown,2022,5,20.92,10.5,15.71
Bankstown,2022,6,17.94,5.26,11.6
Bankstown,2022,7,16.87,7.62,12.25
Bankstown,2022,8,19.73,7.57,13.65
Bankstown,2022,9,20.56,10.15,15.35
Bankstown,2022,10,22.65,13.45,18.05
Bankstown,2022,11,24.37,13.36,18.86
Bankstown,2022,12,26.35,14.72,20.53
Bankstown,2023,1,27.56,18.21,22.89
Bankstown,2023,2,28.85,18.42,23.64
Bankstown,2023,3,28.72,17.36,23.04
Bankstown,2023,4,23.33,12.7,18.02
Bankstown,2023,5,20.41,6.47,13.44
Bankstown,2023,6,19.13,5.94,12.53
Bankstown,2023,7,20.2,5.71,12.95
Bankstown,2023,8,20.88,7.32,14.1
Bankstown,2023,9,25.01,9.01,17.01
Bankstown,2023,10,26.2,12.15,19.17
Bankstown,2023,11,25.81,16.3,21.05
Bankstown,2023,12,29.4,18.65,24.03
Bankstown,2024,1,29.19,19.86,24.52
Bankstown,2024,2,29.52,19.34,24.43
Bankstown,2024,3,28.38,16.99,22.68
Bankstown,2024,4,24.5,13.16,18.83
Bankstown,2024,5,20.76,10.67,15.71
Bankstown,2024,6,17.54,6.81,12.17
Bankstown,2024,7,17.59,7.02,12.31
Bankstown,2024,8,21.61,9.56,15.58
Bankstown,2024,9,23.78,9.65,16.72
Bankstown,2024,10,24.29,12.5,18.4
Bankstown,2024,11,27.75,17.19,22.47
Bankstown,2024,12,30.28,18.54,24.41
Bankstown,2025,1,28.65,18.77,23.71
Bankstown,2025,2,28.75,18.7,23.72
Bankstown,2025,3,27.8,18.81,23.31
Bankstown,2025,4,25.59,14.33,19.96
Bankstown,2025,5,21.05,11.86,16.45
Bankstown,2025,6,18.25,5.22,11.73
Bankstown,2025,7,17.92,6.3,12.11
Bankstown,2025,8,18.47,8.42,13.45
Bankstown,2025,9,24.03,10.13,17.08
Bankstown,2025,10,27.93,13.64,20.79
Bankstown,2025,11,28.56,15.02,21.79
Bankstown,2025,12,29.76,16.58,23.17
Melbourne,1996,1,25.41,15.23,20.32
Melbourne,1996,2,24.16,14.24,19.2
Melbourne,1996,3,24.21,13.35,18.78
Melbourne,1996,4,18.45,10.58,14.52
Melbourne,1996,5,17.01,9.98,13.5
Melbourne,1996,6,15.16,7.49,11.32
Melbourne,1996,7,13.63,6.72,10.18
Melbourne,1996,8,15.3,8.09,11.69
Melbourne,1996,9,17.32,8.83,13.08
Melbourne,1996,10,20.25,11.15,15.7
Melbourne,1996,11,21.48,11.32,16.4
Melbourne,1996,12,22.44,12.21,17.32
Melbourne,1997,1,27.75,16.74,22.25
Melbourne,1997,2,30.12,18.63,24.38
Melbourne,1997,3,23.0,13.55,18.28
Melbourne,1997,4,21.14,11.24,16.19
Melbourne,1997,5,16.71,9.97,13.34
Melbourne,1997,6,14.98,8.01,11.5
Melbourne,1997,7,13.78,5.83,9.81
Melbourne,1997,8,14.99,7.1,11.05
Melbourne,1997,9,17.32,8.96,13.14
Melbourne,1997,10,20.78,11.11,15.95
Melbourne,1997,11,23.55,13.1,18.32
Melbourne,1997,12,24.95,14.6,19.77
Melbourne,1998,1,27.21,16.34,21.78
Melbourne,1998,2,27.94,15.39,21.66
Melbourne,1998,3,25.18,14.38,19.78
Melbourne,1998,4,19.55,10.98,15.26
Melbourne,1998,5,17.05,9.72,13.39
Melbourne,1998,6,14.64,7.69,11.17
Melbourne,1998,7,13.53,6.13,9.83
Melbourne,1998,8,16.34,7.62,11.98
Melbourne,1998,9,19.06,10.46,14.76
Melbourne,1998,10,19.65,10.07,14.86
Melbourne,1998,11,21.77,11.68,16.72
Melbourne,1998,12,25.53,14.63,20.08
Melbourne,1999,1,27.54,16.91,22.23
Melbourne,1999,2,28.4,17.31,22.86
Melbourne,1999,3,23.87,14.7,19.29
Melbourne,1999,4,19.63,10.32,14.98
Melbourne,1999,5,18.47,10.38,14.43
Melbourne,1999,6,15.27,8.08,11.67
Melbourne,1999,7,15.16,8.24,11.7
Melbourne,1999,8,16.1,9.25,12.67
Melbourne,1999,9,19.11,10.39,14.75
Melbourne,1999,10,21.15,11.55,16.35
Melbourne,1999,11,22.72,11.88,17.3
Melbourne,1999,12,24.3,14.77,19.54
Melbourne,2000,1,25.46,15.31,20.39
Melbourne,2000,2,30.15,17.7,23.92
Melbourne,2000,3,26.25,15.78,21.02
Melbourne,2000,4,21.83,12.36,17.1
Melbourne,2000,5,16.62,9.72,13.17
Melbourne,2000,6,14.57,8.24,11.4
Melbourne,2000,7,14.41,7.11,10.76
Melbourne,2000,8,15.7,7.54,11.62
Melbourne,2000,9,18.29,9.88,14.08
Melbourne,2000,10,19.06,10.51,14.79
Melbourne,2000,11,23.77,15.17,19.47
Melbourne,2000,12,26.2,14.85,20.52
Melbourne,2001,1,29.07,17.8,23.44
Melbourne,2001,2,29.05,18.27,23.66
Melbourne,2001,3,24.26,14.24,19.25
Melbourne,2001,4,20.47,11.97,16.22
Melbourne,2001,5,17.0,9.74,13.37
Melbourne,2001,6,15.83,9.4,12.62
Melbourne,2001,7,14.66,8.19,11.42
Melbourne,2001,8,15.54,8.68,12.11
Melbourne,2001,9,19.42,10.68,15.05
Melbourne,2001,10,19.49,10.75,15.12
Melbourne,2001,11,20.89,11.72,16.3
Melbourne,2001,12,21.53,12.61,17.07
Melbourne,2002,1,25.14,14.83,19.99
Melbourne,2002,2,25.44,15.21,20.33
Melbourne,2002,3,24.27,14.79,19.53
Melbourne,2002,4,22.2,12.9,17.55
Melbourne,2002,5,18.82,10.11,14.47
Melbourne,2002,6,15.77,8.49,12.13
Melbourne,2002,7,15.35,7.64,11.49
Melbourne,2002,8,16.43,7.63,12.03
Melbourne,2002,9,18.78,9.64,14.21
Melbourne,2002,10,20.98,10.68,15.83
Melbourne,2002,11,23.5,12.32,17.91
Melbourne,2002,12,24.54,14.48,19.51
Melbourne,2003,1,27.53,15.61,21.57
Melbourne,2003,2,26.09,16.92,21.5
Melbourne,2003,3,24.28,15.05,19.66
Melbourne,2003,4,21.22,11.73,16.48
Melbourne,2003,5,18.83,9.74,14.28
Melbourne,2003,6,15.42,8.87,12.15
Melbourne,2003,7,14.74,7.24,10.99
Melbourne,2003,8,14.99,7.32,11.15
Melbourne,2003,9,17.42,8.27,12.85
Melbourne,2003,10,17.66,9.54,13.6
Melbourne,2003,11,23.74,12.85,18.29
Melbourne,2003,12,27.19,15.87,21.53
Melbourne,2004,1,24.61,14.3,19.45
Melbourne,2004,2,25.98,15.52,20.75
Melbourne,2004,3,23.79,14.14,18.97
Melbourne,2004,4,21.55,12.25,16.9
Melbourne,2004,5,17.39,9.24,13.31
Melbourne,2004,6,14.88,8.73,11.81
Melbourne,2004,7,14.21,7.73,10.97
Melbourne,2004,8,16.38,8.02,12.2
Melbourne,2004,9,17.32,9.87,13.59
Melbourne,2004,10,21.11,11.45,16.28
Melbourne,2004,11,22.4,12.9,17.65
Melbourne,2004,12,24.94,14.51,19.73
Melbourne,2005,1,26.52,15.95,21.23
Melbourne,2005,2,24.42,14.55,19.48
Melbourne,2005,3,23.91,13.7,18.8
Melbourne,2005,4,24.09,13.48,18.78
Melbourne,2005,5,18.48,9.7,14.09
Melbourne,2005,6,16.25,8.5,12.38
Melbourne,2005,7,15.29,8.38,11.84
Melbourne,2005,8,16.2,8.25,12.22
Melbourne,2005,9,18.16,9.5,13.83
Melbourne,2005,10,21.42,11.93,16.67
Melbourne,2005,11,24.53,13.88,19.2
Melbourne,2005,12,27.71,14.55,21.13
Melbourne,2006,1,27.72,17.26,22.49
Melbourne,2006,2,25.26,15.8,20.53
Melbourne,2006,3,26.15,15.35,20.75
Melbourne,2006,4,19.32,10.8,15.06
Melbourne,2006,5,16.49,8.89,12.69
Melbourne,2006,6,14.3,6.29,10.29
Melbourne,2006,7,14.5,7.49,10.99
Melbourne,2006,8,16.97,7.87,12.42
Melbourne,2006,9,19.73,9.4,14.57
Melbourne,2006,10,21.92,10.3,16.11
Melbourne,2006,11,22.55,12.06,17.3
Melbourne,2006,12,25.38,13.38,19.38
